Company	Page	Claim_Text	ESG_Type	Claim_Type	Evidence_Exists	Risk_Signal
Unilever	11	In 2024, SBTi validated that our proposed scope 3 targets conform with the SBTi Criteria and Recommendations for Near- Term Targets version 5.1.	E	Future Promise	Partial	Weak Evidence
Unilever	11	We selected a 2021 baseline date for our scope 3 targets, for which we have more accurate data.	E	Future Promise	No	Unsubstantiated
Unilever	11	Introducing more solar thermal technology, electrifying thermal processes and transitioning to sustainably sourced biofuels.	E	Vague	No	Vague
Unilever	11	Renewable power Increasing on-site and enabling off-site renewable energy generation Increasing on-site renewable electricity generation and enabling off-site generation through large-scale physical and virtual power purchase agreements (PPAs).	E	Vague	No	Vague
Unilever	11	Refrigeration(a) Reducing emissions from refrigeration Phasing-out high-impact systems and training teams to identify, report and prevent leaks from existing systems.	E	Vague	No	Vague
Unilever	11	Scope 3 (value chain) Supplier Climate Programme Scaling the programme Building supplier capability through best-practice sharing, innovative partnerships and access to technical assistance and financing.	E	Vague	No	Vague
Unilever	11	Embedding climate goals into procurement strategies to drive supplier-level climate actions at scale, and engage on industry initiatives that advance standardised, transparent approaches to scope 3 decarbonisation.	E	Future Promise	No	Unsubstantiated
Unilever	11	Reformulating products Using innovative ingredients Developing lower GHG products including the use of low GHG ingredients and packaging, and reducing palm oil usage in soap bars.	E	Vague	No	Vague
Unilever	11	Forest-risk commodities Investing in our value chain Building supply chain infrastructure to meet deforestation-free requirements, enrolling more suppliers and smallholder farmers in our direct sourcing programmes and smallholder development hubs, and driving improvements in the processing of forest-risk commodities.	S	Vague	No	Vague
Unilever	11	Regenerative agriculture Scaling up adoption Scaling up adoption of regenerative agriculture in our Foods business and working across shared supply chains with other businesses that share our suppliers to amplify the impact of programmes.	E	Vague	No	Vague
Unilever	11	Chemical ingredients Reducing GHG intensity Reducing the GHG intensity of soda ash and linear alkylbenzene sulfonate (LAS) production through increased use of renewable energy sources and alternative feedstocks.	E	Vague	No	Vague
Unilever	12	Decarbonisation lever Key action Details Packaging Reducing material use Designing new product packaging formats, transitioning to recycled and renewable feedstocks, and designing packaging for recycling.	E	Vague	No	Vague
Unilever	12	Ice cream cabinets(a) Increasing energy efficiency Renewing cabinet fleet with more energy-efficient models and transitioning to renewable energy.	E	Vague	No	Vague
Unilever	12	■Developing supplier strategies for alternative, sustainably sourced materials to build supply chain resilience.	E	Vague	No	Vague
Unilever	12	■Leveraging climate-driven consumer demands, such as fabric cleaning products that work at lower temperatures.	E	Vague	No	Vague
Unilever	12	Climate advocacy actions To maximise the impact of Unilever’s actions and to create a level playing field, we advocate for policies that drive the global transition to net zero.	E	Future Promise	No	Unsubstantiated
Unilever	12	Our cross-cutting advocacy plans aim to: ■Raise the ambition of national climate strategies and plans in key markets to align with a 1.5°C pathway.	E	Future Promise	No	Unsubstantiated
Unilever	12	■Scale up renewable energy capacity and secure the rapid phase-out of fossil fuels, including fossil fuel subsidies.	E	Vague	No	Vague
Unilever	13	Unilever’s response to climate change has long been embedded into our way of doing business, and our actions to reduce our impacts on nature are also integral to reducing our agriculture and land-based emissions.	E	Vague	No	Vague
Unilever	13	This is achieved through globally coordinated climate policies and technological innovation.	E	Vague	No	Vague
Unilever	13	Additionally, this time period reflects several of our targets, such as those pertaining to scope 3 emissions and plastics (see pages 229 and 243).	E	Future Promise	Partial	Weak Evidence
Unilever	13	Aligns with global society’s aim to achieve climate neutrality by 2050 and coincides with long-term systemic economic shifts, worsening physical climate risks, and deep decarbonisation trajectories that could transform our business environment.	E	Future Promise	No	Unsubstantiated
Unilever	13	However, impacts are considered as part of our impairment and viability assessments to ensure we are well placed to manage these risks and meet our obligations.	S	Vague	No	Vague
Unilever	14	■ Diseases and pests: Probability of pest/disease occurrence increases in line with maximum daily temperatures; pest sensitivities and yield losses are defined for each crop type; assessment informed by external literature and databases.	S	Vague	No	Vague
Unilever	14	Gross Gross: Direct carbon pricing includes manufacturing, operational and distribution costs; indirect carbon pricing includes costs for raw material suppliers due to higher costs for energy sources such as electricity and fossil fuel.	E	Vague	No	Vague
Unilever	14	Emissions assumed to decrease with Unilever forecasts; coverage assumptions based on relevant carbon pricing mechanisms; given complex supply chains, scope 3 emissions apportioned to relative jurisdictions based on scope 1 and 2 emissions proportions.	E	Vague	No	Vague
Unilever	14	Net: Emissions assumed to decrease in line with emissions reduction targets for scope 1 and 2.	E	Future Promise	No	Unsubstantiated
Unilever	15	Environmental pressures therefore pose significant risks to supply chain stability and productivity, potentially affecting crop yields, raw material availability and long-term sourcing strategies.	E	Vague	No	Vague
Unilever	15	Our assessment demonstrates that as global temperatures increase and nature continues to degrade, financial risk increases.	E	Vague	No	Vague
Unilever	15	For key ingredients like palm, subject to regulations such as EU Deforestation Regulation (EUDR), we are building supply chain infrastructure to meet deforestation-free requirements and enrolling more suppliers and smallholder farmers in our direct sourcing programmes and smallholder development hubs.	S	Vague	No	Vague
Unilever	15	We are also scaling up regenerative agriculture and collaborating across shared supply chains to amplify impact.	E	Vague	No	Vague
Unilever	15	This is compounded by possible global responses – regulatory shifts, changing consumer expectations and investor scrutiny – demanding greater transparency and action.	G	Future Promise	No	Unsubstantiated
Unilever	15	Plastic-related regulatory risk As a global consumer goods company, we recognise that our reliance on plastic materials, particularly in packaging, exposes us to increasing regulatory risk.	E	Vague	No	Vague
Unilever	15	Governments worldwide are intensifying efforts to reduce plastic pollution, with a growing number implementing extended producer responsibility (EPR) schemes, plastic usage taxes and stricter compliance frameworks.	E	Vague	No	Vague
Unilever	15	Our assessment indicates this risk is especially elevated in OECD countries, where regulatory maturity is high and both coverage and costs are expected to increase to 2050.	S	Future Promise	No	Unsubstantiated
Unilever	15	Our plastics footprint also increases exposure in some jurisdictions, notably the EU.	E	Vague	No	Vague
Unilever	15	We have set ambitious plastics targets, including increasing the use of recycled content in our packaging, reducing our virgin plastic footprint, and increasing the reusability, recyclability and compostability of our packaging (see page 243).	E	Future Promise	Partial	Weak Evidence
Unilever	15	In preparing our 2025 Unilever consolidated financial statements, we have considered the impact of both physical and transition climate change risks, and any planned mitigations, on the current valuation of our assets and liabilities.	E	Future Promise	No	Unsubstantiated
Unilever	15	Although significant uncertainties remain about the extent, timing and geographic location of both physical and transition climate risks to our business.	E	Vague	No	Vague
Unilever	15	These insights are an important input into our medium- and long-term strategic planning and in 2026, will be reviewed as we shape our sustainability ambitions beyond 2030.	E	Future Promise	No	Unsubstantiated
Unilever	15	Rising temperatures and extreme weather, including drought and water scarcity, increase adaptation and mitigation costs and may reduce demand for our products, especially household water-dependent products and in more climate-affected regions.	E	Vague	No	Vague
Unilever	15	To mitigate these risks, we are: Building resilience in our supply chain: Our supply chain and procurement teams manage a range of supply-related risks, including those influenced by climate factors, through established processes and an ongoing resilience programme implemented across all regions.	E	Vague	No	Vague
Unilever	15	Scaling up regenerative agriculture: Resilience is at the heart of our regenerative agriculture programmes, where we work to protect and regenerate the natural and agricultural ecosystems in our value chain and support the people whose livelihoods depend on them.	E	Vague	No	Vague
Unilever	15	Practices include water-saving techniques like precision irrigation and use of organic fertilisers to improve soil health.	E	Vague	No	Vague
Unilever	15	Sourcing our commodities responsibly: We remain focused on maintaining deforestation-free sourcing across our primary deforestation-linked commodities and continuing to implement our sustainable sourcing programmes.	E	Vague	No	Vague
Unilever	15	These initiatives help suppliers adopt resilience practices and also increase the transparency of our sourcing decisions.	G	Vague	No	Vague
Unilever	15	Direct sourcing of palm feedstocks brings better transparency and traceability, and places less reliance on intermediaries.	G	Vague	No	Vague
Unilever	15	Implementing water stewardship programmes: In 2025, we had 29 sites in water-stressed areas with an active water stewardship programme in place (excluding one programme related to Ice Cream).	E	Strong	Yes	Supported
Unilever	15	Interventions within our factories focus on reducing water usage, promoting reuse and encouraging recycling.	E	Vague	No	Vague
Unilever	15	Within river basins where our factories are located, we work to reduce supplier water usage, improve community access to water, or replenish resources through landscape projects such as reforestation.	E	Vague	No	Vague
Unilever	15	To reduce the impact of these risks, we are: Reducing our GHG emissions: We are taking action to reduce our most material GHG emissions, as set out in our CTAP, and mitigate the potential financial impact of carbon prices.	E	Vague	No	Vague
Unilever	15	Our actions include supplier engagement to reduce emissions from our raw materials and ingredients, as well as product redesign strategies towards lower GHG ingredients or formulations.	E	Vague	No	Vague
Unilever	15	We continue to advocate externally to ensure carbon is priced at levels necessary to achieve the Paris Agreement goals.	E	Future Promise	Partial	Weak Evidence
Unilever	15	This will be key to meeting our 2030 targets and net zero ambition.	E	Future Promise	No	Unsubstantiated
Unilever	15	See page 243 for details on our approach to reducing plastic-related regulatory risks.	E	Vague	Partial	Weak Evidence
Unilever	16	Scope 1 and 2 (our operations) Efforts to reduce emissions from our operations continue to focus on driving energy efficiency measures, sourcing renewable electricity and decarbonising our thermal energy consumption.	E	Vague	No	Vague
Unilever	16	In 2025, we implemented a hybrid wind and solar direct Power Purchase Agreement (PPA) in Poland, a multi-buyer PPA with our collaborative manufacturers in India, and a virtual PPA in Spain.	S	Vague	No	Vague
Unilever	16	We scaled up the electrification of thermal energy by installing industrial-scale heat pumps at sites in the Philippines and India, and we increased our use of electric boilers with an installation at our Cavite site in the Philippines.	E	Vague	No	Vague
Unilever	16	We also made progress in our transition to renewable fuels.	E	Vague	No	Vague
Unilever	16	Expanding the Unilever Oleochemicals Indonesia (UOI) refinery is a key part of our growth strategy, however we need to ensure this growth does not impact delivery of our scope 1 and 2 climate target.	E	Future Promise	No	Unsubstantiated
Unilever	16	To help manage this, we partner with KIS Group, a leading biogas provider in Asia, to secure biomethane supplies for the facility.	E	Vague	No	Vague
Unilever	16	Together, we currently source biomethane from two mills (2024: 2) in our sustainable palm oil development programme and aim to scale to additional mills in coming years.	E	Future Promise	No	Unsubstantiated
Unilever	16	Having seen early success through sourcing biomethane produced from palm oil mill effluent (POME) in Indonesia, we are advocating for wider expansion of biomethane production in Indonesia.	E	Vague	No	Vague
Unilever	16	Scope 3 (value chain) The table on page 229 demonstrates the contribution of our identified scope 3 decarbonisation levers towards our targeted GHG emissions reductions to 2030.	E	Future Promise	No	Unsubstantiated
Unilever	16	Supplier Climate Programme Over 60% of our GHG emissions in scope of our net zero ambition come from raw materials, ingredients and packaging, so accelerating the decarbonisation of key suppliers remains a priority.	E	Future Promise	Partial	Weak Evidence
Unilever	16	By the end of 2025, almost 200 suppliers (2024: 181) were actively participating in the Supplier Climate Programme (SCP), accounting for over 40% of Unilever’s scope 3 emissions from raw materials, ingredients and packaging.	E	Strong	Yes	Supported
Unilever	16	We expanded our supplier product carbon footprint (PCF) data collection, receiving submissions from 91 suppliers and collecting over 2,000 PCF data points.	E	Strong	Yes	Supported
Unilever	16	This data helps us and our suppliers identify, plan and deliver measurable emissions reductions.	E	Future Promise	No	Unsubstantiated
Unilever	16	In 2025, we deepened engagement through the SCP working with 25 suppliers to identify GHG hotspots and decarbonisation opportunities across their value chains.	E	Strong	Yes	Supported
Unilever	16	An example of supplier level climate action is our work with key aluminium can suppliers to reduce aerosol packaging emissions by sourcing aluminium produced with low-carbon energy.	E	Vague	No	Vague
Unilever	16	Building on this progress, we intend to engage with a larger subset of SCP suppliers to develop targeted action plans and drive supplier level climate action in the future.	E	Future Promise	No	Unsubstantiated
Unilever	16	In India, HSBC provides lower cost sustainability linked financing to select suppliers, which Unilever supports by helping suppliers meet the requirements of the SCP.	E	Vague	No	Vague
Unilever	16	Upskilling our procurement teams was prioritised to improve the quality of climate engagement with their suppliers, delivering training in Brazil, India and Poland.	S	Vague	No	Vague
Unilever	16	Reformulating products Reformulating our products remains an important opportunity for emissions reduction.	E	Vague	No	Vague
Unilever	16	Our Business Groups continue driving innovation, aiming to deliver superior products at great value while reducing environmental impact.	E	Future Promise	No	Unsubstantiated
Unilever	16	Examples of 2025 innovations include: ■Personal Care: We advanced our soap bar reformulation programme, using patented novel structuring technology to reduce palm oil-derived total fatty matter while improving efficacy and consumer benefits.	S	Vague	No	Vague
Unilever	16	In addition, we rolled out RhamnoClean technology – a 100% natural, biodegradable and renewable biosurfactant – into our core hand dishwash products in Indonesia.	E	Strong	Yes	Supported
Unilever	16	Forest-risk commodities GHG emissions from the sourcing of our five primary deforestation-linked commodities (palm oil, paper and board, tea, soy and cocoa) arise predominantly from land use change, agricultural practices and downstream processing.	E	Vague	No	Vague
Unilever	16	In 2025, we exceeded 95% purchase volumes of these commodities as deforestation-free, based on our requirements.	E	Strong	Yes	Supported
Unilever	16	To address this, we have increased our direct sourcing of palm feedstocks, improving traceability and helping us maintain no deforestation.	E	Vague	No	Vague
Unilever	16	Our deforestation-free landscape strategy aims to empower smallholders within our supply chain.	E	Future Promise	No	Unsubstantiated
Unilever	16	We continued to increase the number of smallholders across Indonesia trained in sustainable agricultural practices, with around 29,500 trained since January 2024.	E	Vague	No	Vague
Unilever	16	Regenerative agriculture In 2025, we implemented 12 new regenerative agriculture projects, bringing our total to 34 projects (excluding one project relating to Ice Cream) covering 254,000 hectares since 2021.	E	Strong	Yes	Supported
Unilever	16	Our Foods business is partnering with CJ Selecta to roll out regenerative soybean farming across 45,000 hectares of Brazil’s Cerrado by 2030.	E	Future Promise	Partial	Weak Evidence
Unilever	16	Achieving our reduction targets requires decreasing the GHG intensity associated with both LAS and soda ash production.	E	Future Promise	No	Unsubstantiated
Unilever	16	In 2025, collaboration continued with a strategic partner to reduce the GHG intensity of their LAS production.	E	Vague	No	Vague
Unilever	16	We also continued to secure volumes of lower-GHG soda ash from two key suppliers.	E	Vague	No	Vague
Unilever	16	This includes soda ash produced using biomass fuel sources and natural soda ash manufactured through less energy-intensive processes that avoid additional CO₂ during processing.	E	Vague	No	Vague
Unilever	16	While there has been some industry movement towards lower-emission chemicals, progress remains slow.	E	Vague	No	Vague
Unilever	17	In 2025, we reduced our use of virgin plastics for the packaging of our products by 29% versus a 2019 baseline.	E	Strong	Yes	Supported
Unilever	17	We also reported 57% of our plastic packaging to be reusable, recyclable or compostable.	E	Strong	Yes	Supported
Unilever	17	Through our purchase of recycled plastic, strategic partnerships and participation in extended producer responsibility (EPR) schemes, we collected and processed more plastic than we sold in 2025.	E	Vague	No	Vague
Unilever	17	We will also continue to reduce virgin plastic use.	E	Future Promise	No	Unsubstantiated
Unilever	17	See page 243 for our Resource Use and Circular Economy disclosures.	E	Vague	Partial	Weak Evidence
Unilever	17	In 2025, we saw an 8% increase in our scope 3 upstream transport and distribution (logistics) emissions compared to the prior year.	E	Strong	Yes	Supported
Unilever	17	This was due to the adoption of the latest Global Logistics Emissions Council (GLEC) framework which resulted in an increase in emission factors.	E	Vague	No	Vague
Unilever	17	Similarly, the use of hydrotreated vegetable oil (HVO) continued to increase in Europe, supporting our transition toward lower-carbon transport solutions.	E	Vague	No	Vague
Unilever	17	In North America, we continued to transition from diesel to renewable natural gas (RNG) on specific lanes, further strengthening our journey toward carbon reduction.	E	Vague	No	Vague
Unilever	17	The impact of the demerger on Unilever’s Climate Transition Action Plan and climate targets will be reassessed in 2026.	E	Future Promise	No	Unsubstantiated
Unilever	17	Climate & Nature Fund In 2025, our total Climate & Nature Fund commitments since 2020 were €0.76 billion (2024: €0.67 billion).	E	Strong	Yes	Supported
Unilever	17	We invested in the continuous development of sustainable supply chains.	E	Vague	No	Vague
Unilever	17	In addition, we acquired a 14% stake in Lucro Plastecycle Private Limited (Lucro), a leading player in recycled flexible plastics in India, to scale up recycled flexible plastic content in packaging.	E	Strong	Yes	Supported
Unilever	17	As part of our goal to protect and restore 1 million hectares by 2030, this partnership will increase the adaptive capacity and resilience of coastal communities through integrated management and restoration that positively impacts the area, ecosystem health and sustainable use of mangroves.	E	Future Promise	Partial	Weak Evidence
Unilever	17	Additionally, we were part of a business coalition calling for Australia to reduce GHG emissions by 75% by 2035 and featured in The Energy and Resources Institute (TERI) and We Mean Business Coalition’s (WMBC) report on India’s 2035 climate target, highlighting corporate leadership.	E	Future Promise	Partial	Weak Evidence
Unilever	17	Our report, Bold Plans, Real Impact, published in 2025, reinforces Unilever’s role in driving ambitious climate action.	E	Future Promise	No	Unsubstantiated
Unilever	17	■Renewable energy capacity and fossil fuel phase-out: Unilever signed a joint statement coordinated by the RE100, published during the IEA/UK Energy Security Summit, urging ministers and business leaders to prioritise renewables and energy efficiency as pillars of long-term energy security.	E	Vague	No	Vague
Unilever	17	Our Bold Plans, Real Impact report underscores renewables as central to achieving resilient energy systems, as well as the phase-out of fossil fuels and their subsidies.	E	Future Promise	No	Unsubstantiated
Unilever	17	During COP30, we supported the WMBC’s statement urging governments to commit to a roadmap on the transition away from fossil fuels.	E	Vague	No	Vague
Unilever	17	We also joined a group of companies committed to trialling Spheres of Influence, a new framework designed by Oxford Net Zero and Futerra to capture corporate action on climate that goes beyond traditional emissions accounting.	E	Future Promise	No	Unsubstantiated
Unilever	17	■Chemical ingredients: Unilever hosted a policy discussion in Brussels to examine measures advancing the transition to sustainable chemicals in Europe.	E	Vague	No	Vague
Unilever	18	Our targets that monitor how we are responding to our nature-related risks are set out within Biodiversity and Ecosystems on page 241.	E	Future Promise	No	Unsubstantiated
Unilever	18	Inventories aligned to the scope of our net zero ambition and 2030 climate targets are subsets of the total inventory.	E	Future Promise	No	Unsubstantiated
Unilever	18	As part of our critical assumptions for setting our GHG emission reduction targets, our 2030 modelled outcomes include our 2030 growth trajectories and reflect the expected technology advances, product formulation changes and portfolio shifts in the period.	E	Future Promise	No	Unsubstantiated
Unilever	18	Our GHG emissions for 2015 (scope 1 and 2) and 2021 (scope 3) were considered as representative of Unilever’s typical GHG emissions profile and form the baselines for our targets.	E	Future Promise	No	Unsubstantiated
Unilever	18	This will be assessed for scope 1, 2 and 3 in 2026 following the demerger.	E	Future Promise	No	Unsubstantiated
Unilever	18	We have plans in place to cover 100% of our emissions in scope of our scope 1 and 2 target through three priority decarbonisation levers: thermal and electrical energy, renewable power and refrigeration.	E	Future Promise	Partial	Weak Evidence
Unilever	18	Our current actions only partially address the total emissions in scope of our scope 3 target.	E	Future Promise	No	Unsubstantiated
Unilever	18	Of the identified plans, we expect the most material reductions to come from scope 3 E&I and FLAG emissions related to raw materials and ingredients.	E	Future Promise	No	Unsubstantiated
Unilever	18	(b) The scaling and innovation gap represents the amount of GHG emissions for which we need to develop new or scale existing solutions.	E	Vague	No	Vague
Unilever	18	(c) Represents 15.7m CO2eT of total reductions by 2030 vs. 2021 baseline plus additional reductions to cater for emissions from growth in the period 2021–2030.	E	Future Promise	No	Unsubstantiated
Unilever	18	Scope 1 and 2 target performance The percentage change in scope 1 and 2 market-based GHG emissions is the difference between the current reporting period and the 2015 baseline period (1 October 2014 to 30 September 2015).	E	Future Promise	No	Unsubstantiated
Unilever	18	Despite headwinds in the reduction of our scope 1 and 2 GHG emissions, driven by vertical integration projects and manufacturing network changes, we continued to make progress in lowering our operational emissions through interventions such as those highlighted on page 227.	E	Vague	No	Vague
Unilever	18	The demerger of our Ice Cream business has had a marginal impact on our scope 1 and 2 target, with performance slightly lagging that of the rest of Unilever.	E	Future Promise	No	Unsubstantiated
Unilever	19	Allocation is not performed for categories that represent <5% of total emissions, except for Category 13: Downstream leased assets where emissions are allocated in full since they relate to ice cream cabinets.	E	Strong	Yes	Supported
Unilever	19	This is a significant improvement from 2024 and marks a key milestone towards advancing the representativeness of our GHG data, as detailed on page 227.	E	Vague	No	Vague
Unilever	19	Scope 3 E&I: The reduction in E&I emissions since 2021 has been driven by a combination of purchased material volume decline, availability of supplier- specific PCFs and improvements in GHG measurement.	E	Vague	No	Vague
Unilever	19	We expect progress against our E&I target to be challenging given the significant contribution from the petrochemicals sector and end-of-life emissions from surfactants.	E	Future Promise	No	Unsubstantiated
Unilever	19	However, we are making progress to develop and scale lower GHG alternatives for these chemicals, as well as engaging with governments to accelerate the transition to sustainable chemicals, as set out on page 228.	E	Vague	No	Vague
Unilever	19	Scope 3 FLAG: The good progress we have made in reducing our FLAG emissions since 2021 has been driven by several factors, including improved data relating to the GHG impact of our deforestation-free sourcing programme for palm oil and the availability of supplier-specific PCFs.	E	Vague	No	Vague
Unilever	19	While separate product-level modelling provides an indication of the potential GHG impact of reformulation initiatives, isolating these effects in our annual GHG results is an area we aim to progress in future years.	E	Future Promise	No	Unsubstantiated
Unilever	20	Scope 1 factors are provided by the IPCC, and scope 2 factors are based on Renewable Energy Attribute Certificates or supplier data, following the GHG Protocol’s scope 2 market-based method.	E	Vague	Partial	Weak Evidence
Unilever	20	Ingredients and packaging purchased by Unilever include emissions generated from production and transportation from ’cradle to gate’ (farming/ mining of raw materials to delivery at Unilever).	E	Vague	No	Vague
Unilever	20	Emission factors for ingredients and packaging purchased by Unilever are obtained from two external sources: 1.	E	Vague	No	Vague
Unilever	20	Supplier product carbon footprint data: These are received annually directly from suppliers participating in the Supplier Climate Programme and internally validated.	E	Vague	Partial	Weak Evidence
Unilever	20	FLAG and E&I emission factors for relevant materials are obtained from the eQosphere database where available (provided by Quantis).	E	Vague	No	Vague
Unilever	20	This data is consolidated and extrapolated across the sales of unclustered products at a category and country level to calculate total emissions of the 13 countries.	E	Strong	Yes	Supported
Unilever	20	Emission category 10 (Processing of sold products) and Emission category 15 (Investments) are not reported as they are not material.	E	Vague	No	Vague
Unilever	21	Allocation is not performed for categories that represent < 5% of total emissions, except for Category 13: Downstream leased assets where emissions are allocated in full since they relate to ice cream cabinets.	E	Strong	Yes	Supported
Unilever	21	(e) Scope 1 emissions regulated by trading schemes amounted to 4.5% in 2025 (2024: 4.2%, 2023: 3.8%).	E	Strong	Yes	Supported
Unilever	21	In 2025, scope 1 and 2 emissions amounted to 0.54 MtCO2 (2024: 0.47 MtCO2).	E	Strong	Yes	Supported
Unilever	21	We have seen an overall decrease of 5% in our total scope 1, 2 and 3 GHG emissions in 2025 from the prior year (including Ice Cream).	E	Strong	Yes	Supported
Unilever	21	Our progress in decarbonising our own operations has led to overall reductions in scope 1 and 2 emissions through interventions in energy efficiency and renewable energy sourcing, as detailed on page 227.	E	Vague	No	Vague
Unilever	21	While we continue to deliver underlying reductions in direct emissions through these interventions, our scope 1 emissions have increased due to the reclassification of some on-site, third-party-produced utilities from scope 2 to scope 1.	E	Vague	Partial	Weak Evidence
Unilever	21	Scope 2 emissions have further decreased as we are now sourcing EACs for smaller offices and warehouses.	E	Vague	No	Vague
Unilever	21	Our overall scope 3 emissions have reduced by 5% versus the previous year (including Ice Cream).	E	Strong	Yes	Supported
Unilever	21	The decrease in purchased goods and services emissions is due to factors including a reduction in purchased material volumes and availability of supplier-specific PCFs.	E	Vague	No	Vague
Unilever	21	Scope 3 emissions have increased for upstream transportation and distribution (logistics), primarily due to the update of in-year emission factors.	E	Vague	No	Vague
Unilever	22	Energy consumption and mix Energy sourced from within the organisational boundary is not counted under ’purchased or acquired’ energy.	E	Vague	No	Vague
Unilever	22	EACs are market-based instruments that authenticate the proportion of energy generated from renewable sources procured by consumers, including Renewable Energy Certificates (RECs), International Renewable Energy Certificates (IRECs), and European Guarantees of Origin (GOs).	E	Vague	No	Vague
